IC_L_7: t= 0.10, L= 100.00, L_straight= 10.00, slack= 90.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -0.02), Fy_cmd=  0.00, desired= -0.10, ret= -0.01, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 59.70, L= 94.13, L_straight=  0.01, slack= 94.12, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 59.80, L= 94.12, L_straight=  0.01, slack= 94.11, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 59.90, L= 94.11, L_straight=  0.01, slack= 94.10, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.00, L= 94.10, L_straight=  0.01, slack= 94.09, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.10, L= 94.09, L_straight=  0.01, slack= 94.08, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.20, L= 94.08, L_straight=  0.01, slack= 94.07, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.30, L= 94.07, L_straight=  0.01, slack= 94.06, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.40, L= 94.06, L_straight=  0.01, slack= 94.05, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.50, L= 94.05, L_straight=  0.01, slack= 94.04, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.60, L= 94.04, L_straight=  0.01, slack= 94.03, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.70, L= 94.03, L_straight=  0.01, slack= 94.02, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.80, L= 94.02, L_straight=  0.01, slack= 94.01, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 60.90, L= 94.01, L_straight=  0.01, slack= 94.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.00, L= 94.00, L_straight=  0.01, slack= 93.99, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.10, L= 93.99, L_straight=  0.01, slack= 93.98, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.20, L= 93.98, L_straight=  0.01, slack= 93.97, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.30, L= 93.97, L_straight=  0.01, slack= 93.96, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.40, L= 93.96, L_straight=  0.01, slack= 93.95, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.50, L= 93.95, L_straight=  0.01, slack= 93.94, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.60, L= 93.94, L_straight=  0.01, slack= 93.93, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.70, L= 93.93, L_straight=  0.01, slack= 93.92, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.80, L= 93.92, L_straight=  0.01, slack= 93.91, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 61.90, L= 93.91, L_straight=  0.01, slack= 93.90, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.00, L= 93.90, L_straight=  0.01, slack= 93.89, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.10, L= 93.89, L_straight=  0.01, slack= 93.88, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.20, L= 93.88, L_straight=  0.01, slack= 93.87, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.30, L= 93.87, L_straight=  0.01, slack= 93.86, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.40, L= 93.86, L_straight=  0.01, slack= 93.85, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.50, L= 93.85, L_straight=  0.01, slack= 93.84, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.60, L= 93.84, L_straight=  0.01, slack= 93.83, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.70, L= 93.83, L_straight=  0.01, slack= 93.82, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.80, L= 93.82, L_straight=  0.01, slack= 93.81, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 62.90, L= 93.81, L_straight=  0.01, slack= 93.80, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.00, L= 93.80, L_straight=  0.01, slack= 93.79, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.10, L= 93.79, L_straight=  0.01, slack= 93.78, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.20, L= 93.78, L_straight=  0.01, slack= 93.77, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.30, L= 93.77, L_straight=  0.01, slack= 93.76, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.40, L= 93.76, L_straight=  0.01, slack= 93.75, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.50, L= 93.75, L_straight=  0.01, slack= 93.74, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.60, L= 93.74, L_straight=  0.01, slack= 93.73, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.70, L= 93.73, L_straight=  0.01, slack= 93.72, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.80, L= 93.72, L_straight=  0.01, slack= 93.71, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 63.90, L= 93.71, L_straight=  0.01, slack= 93.70, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.00, L= 93.70, L_straight=  0.01, slack= 93.69, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.10, L= 93.69, L_straight=  0.01, slack= 93.68, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.20, L= 93.68, L_straight=  0.01, slack= 93.67, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.30, L= 93.67, L_straight=  0.01, slack= 93.66, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.40, L= 93.66, L_straight=  0.01, slack= 93.65, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.50, L= 93.65, L_straight=  0.01, slack= 93.64, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.60, L= 93.64, L_straight=  0.01, slack= 93.63, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.70, L= 93.63, L_straight=  0.01, slack= 93.62, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.80, L= 93.62, L_straight=  0.01, slack= 93.61, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 64.90, L= 93.61, L_straight=  0.01, slack= 93.60, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.00, L= 93.60, L_straight=  0.01, slack= 93.59, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.10, L= 93.59, L_straight=  0.01, slack= 93.58, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.20, L= 93.58, L_straight=  0.01, slack= 93.57, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.30, L= 93.57, L_straight=  0.01, slack= 93.56, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.40, L= 93.56, L_straight=  0.01, slack= 93.55, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.50, L= 93.55, L_straight=  0.01, slack= 93.54, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.60, L= 93.54, L_straight=  0.01, slack= 93.53, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.70, L= 93.53, L_straight=  0.01, slack= 93.52, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.80, L= 93.52, L_straight=  0.01, slack= 93.51, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 65.90, L= 93.51, L_straight=  0.01, slack= 93.50, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.00, L= 93.50, L_straight=  0.01, slack= 93.49, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.10, L= 93.49, L_straight=  0.01, slack= 93.48, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.20, L= 93.48, L_straight=  0.01, slack= 93.47, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.30, L= 93.47, L_straight=  0.01, slack= 93.46, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.40, L= 93.46, L_straight=  0.01, slack= 93.45, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.50, L= 93.45, L_straight=  0.01, slack= 93.44, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.60, L= 93.44, L_straight=  0.01, slack= 93.43, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.70, L= 93.43, L_straight=  0.01, slack= 93.42, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.80, L= 93.42, L_straight=  0.01, slack= 93.41, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 66.90, L= 93.41, L_straight=  0.01, slack= 93.40, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.00, L= 93.40, L_straight=  0.01, slack= 93.39, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.10, L= 93.39, L_straight=  0.01, slack= 93.38, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.20, L= 93.38, L_straight=  0.01, slack= 93.37, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.30, L= 93.37, L_straight=  0.01, slack= 93.36, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.40, L= 93.36, L_straight=  0.01, slack= 93.35, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.50, L= 93.35, L_straight=  0.01, slack= 93.34, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.60, L= 93.34, L_straight=  0.01, slack= 93.33, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.70, L= 93.33, L_straight=  0.01, slack= 93.32, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.80, L= 93.32, L_straight=  0.01, slack= 93.31, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 67.90, L= 93.31, L_straight=  0.01, slack= 93.30, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.00, L= 93.30, L_straight=  0.01, slack= 93.29, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.10, L= 93.29, L_straight=  0.01, slack= 93.28, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.20, L= 93.28, L_straight=  0.01, slack= 93.27, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.30, L= 93.27, L_straight=  0.01, slack= 93.26, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.40, L= 93.26, L_straight=  0.01, slack= 93.25, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.50, L= 93.25, L_straight=  0.01, slack= 93.24, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.60, L= 93.24, L_straight=  0.01, slack= 93.23, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.70, L= 93.23, L_straight=  0.01, slack= 93.22, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.80, L= 93.22, L_straight=  0.01, slack= 93.21, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 68.90, L= 93.21, L_straight=  0.01, slack= 93.20, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 69.00, L= 93.20, L_straight=  0.01, slack= 93.19, T_bat= 0.50, T_rov= 0.50, F_drag_cable=(-0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 69.10, L= 93.19, L_straight=  0.01, slack= 93.18, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 69.20, L= 93.18, L_straight=  0.01, slack= 93.17, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=  0.00, desired= -0.10, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
