[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-10.00 x=0.00 L=10.00
IC_L_7: t= 0.10, L= 10.00, L_straight= 10.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 163.60, L= 98.86, L_straight= 97.12, slack=  1.74, T_bat= 3.55, T_rov= 0.50, F_drag_cable=( 0.00,  6.38), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.70, L= 98.91, L_straight= 97.18, slack=  1.74, T_bat= 3.67, T_rov= 0.50, F_drag_cable=( 0.00,  6.39), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.80, L= 98.97, L_straight= 97.23, slack=  1.74, T_bat= 3.61, T_rov= 0.50, F_drag_cable=( 0.00,  6.39), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.90, L= 99.03, L_straight= 97.29, slack=  1.74, T_bat= 3.58, T_rov= 0.50, F_drag_cable=( 0.00,  6.39), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.00, L= 99.08, L_straight= 97.34, slack=  1.74, T_bat= 3.56, T_rov= 0.50, F_drag_cable=( 0.00,  6.40), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.10, L= 99.14, L_straight= 97.40, slack=  1.74, T_bat= 3.56, T_rov= 0.50, F_drag_cable=( 0.00,  6.40), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.20, L= 99.19, L_straight= 97.46, slack=  1.74, T_bat= 3.55, T_rov= 0.50, F_drag_cable=( 0.00,  6.40), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.30, L= 99.25, L_straight= 97.51, slack=  1.74, T_bat= 3.56, T_rov= 0.50, F_drag_cable=( 0.00,  6.41), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.40, L= 99.31, L_straight= 97.57, slack=  1.74, T_bat= 3.68, T_rov= 0.50, F_drag_cable=( 0.00,  6.41), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.50, L= 99.36, L_straight= 97.62, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.41), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.60, L= 99.42, L_straight= 97.68, slack=  1.74, T_bat= 3.83, T_rov= 0.50, F_drag_cable=( 0.00,  6.42), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.70, L= 99.47, L_straight= 97.74, slack=  1.74, T_bat= 4.19, T_rov= 0.50, F_drag_cable=( 0.00,  6.42), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.80, L= 99.53, L_straight= 97.79, slack=  1.74, T_bat= 4.72, T_rov= 0.50, F_drag_cable=( 0.00,  6.42), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 164.90, L= 99.59, L_straight= 97.85, slack=  1.74, T_bat= 4.14, T_rov= 0.50, F_drag_cable=( 0.00,  6.43), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.00, L= 99.64, L_straight= 97.90, slack=  1.74, T_bat= 4.35, T_rov= 0.50, F_drag_cable=( 0.00,  6.43), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.10, L= 99.70, L_straight= 97.96, slack=  1.74, T_bat= 3.96, T_rov= 0.50, F_drag_cable=( 0.00,  6.44), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.20, L= 99.75, L_straight= 98.02, slack=  1.74, T_bat= 3.77, T_rov= 0.50, F_drag_cable=( 0.00,  6.44), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.30, L= 99.81, L_straight= 98.07, slack=  1.74, T_bat= 3.67, T_rov= 0.50, F_drag_cable=( 0.00,  6.44), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.40, L= 99.87, L_straight= 98.13, slack=  1.74, T_bat= 3.62, T_rov= 0.50, F_drag_cable=( 0.00,  6.45), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.50, L= 99.92, L_straight= 98.18, slack=  1.74, T_bat= 3.60, T_rov= 0.50, F_drag_cable=( 0.00,  6.45), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.60, L= 99.98, L_straight= 98.24, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.45), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.70, L= 100.03, L_straight= 98.30, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.46), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.80, L= 100.09, L_straight= 98.35, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.46), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 165.90, L= 100.15, L_straight= 98.41, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.46), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.00, L= 100.20, L_straight= 98.46, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.47), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.10, L= 100.26, L_straight= 98.52, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.47), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.20, L= 100.31, L_straight= 98.58, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.30, L= 100.37, L_straight= 98.63, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.40, L= 100.43, L_straight= 98.69, slack=  1.74, T_bat= 3.60, T_rov= 0.50, F_drag_cable=( 0.00,  6.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.50, L= 100.48, L_straight= 98.74, slack=  1.74, T_bat= 4.05, T_rov= 0.50, F_drag_cable=( 0.00,  6.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.60, L= 100.54, L_straight= 98.80, slack=  1.74, T_bat= 3.82, T_rov= 0.50, F_drag_cable=( 0.00,  6.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.70, L= 100.59, L_straight= 98.86, slack=  1.74, T_bat= 3.71, T_rov= 0.50, F_drag_cable=( 0.00,  6.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.80, L= 100.65, L_straight= 98.91, slack=  1.74, T_bat= 3.66, T_rov= 0.50, F_drag_cable=( 0.00,  6.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 166.90, L= 100.71, L_straight= 98.97, slack=  1.74, T_bat= 4.12, T_rov= 0.50, F_drag_cable=( 0.00,  6.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.00, L= 100.76, L_straight= 99.02, slack=  1.74, T_bat= 3.86, T_rov= 0.50, F_drag_cable=( 0.00,  6.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.10, L= 100.82, L_straight= 99.08, slack=  1.74, T_bat= 3.74, T_rov= 0.50, F_drag_cable=( 0.00,  6.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.20, L= 100.87, L_straight= 99.14, slack=  1.74, T_bat= 3.68, T_rov= 0.50, F_drag_cable=( 0.00,  6.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.30, L= 100.93, L_straight= 99.19, slack=  1.74, T_bat= 3.65, T_rov= 0.50, F_drag_cable=( 0.00,  6.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.40, L= 100.99, L_straight= 99.25, slack=  1.74, T_bat= 3.63, T_rov= 0.50, F_drag_cable=( 0.00,  6.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.50, L= 101.04, L_straight= 99.30, slack=  1.74, T_bat= 4.09, T_rov= 0.50, F_drag_cable=( 0.00,  6.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.60, L= 101.10, L_straight= 99.36, slack=  1.74, T_bat= 3.86, T_rov= 0.50, F_drag_cable=( 0.00,  6.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.70, L= 101.15, L_straight= 99.42, slack=  1.74, T_bat= 3.74, T_rov= 0.50, F_drag_cable=( 0.00,  6.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.80, L= 101.21, L_straight= 99.47, slack=  1.74, T_bat= 4.19, T_rov= 0.50, F_drag_cable=( 0.00,  6.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 167.90, L= 101.27, L_straight= 99.53, slack=  1.74, T_bat= 3.91, T_rov= 0.50, F_drag_cable=( 0.00,  6.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.00, L= 101.32, L_straight= 99.58, slack=  1.74, T_bat= 3.77, T_rov= 0.50, F_drag_cable=( 0.00,  6.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.10, L= 101.38, L_straight= 99.64, slack=  1.74, T_bat= 3.84, T_rov= 0.50, F_drag_cable=( 0.00,  6.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.20, L= 101.43, L_straight= 99.70, slack=  1.74, T_bat= 3.74, T_rov= 0.50, F_drag_cable=( 0.00,  6.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.30, L= 101.49, L_straight= 99.75, slack=  1.74, T_bat= 3.69, T_rov= 0.50, F_drag_cable=( 0.00,  6.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.40, L= 101.55, L_straight= 99.81, slack=  1.74, T_bat= 3.66, T_rov= 0.50, F_drag_cable=( 0.00,  6.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.50, L= 101.60, L_straight= 99.86, slack=  1.74, T_bat= 3.65, T_rov= 0.50, F_drag_cable=( 0.00,  6.56), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.60, L= 101.66, L_straight= 99.92, slack=  1.74, T_bat= 3.65, T_rov= 0.50, F_drag_cable=( 0.00,  6.56), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 168.70, L= 101.71, L_straight= 99.98, slack=  1.74, T_bat= 3.65, T_rov= 0.50, F_drag_cable=( 0.00,  6.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=168.80 scen=Fy crit=(y<-100:e1) T_bat=3.7746687827043286 y=-100.03 x=0.00 L=101.77
IC_L_7: t= 168.80, L= 101.77, L_straight= 100.03, slack=  1.74, T_bat= 3.77, T_rov= 0.50, F_drag_cable=( 0.00,  6.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=168.90 scen=Fy crit=(e1:-20) T_bat=3.712466655324377 y=-100.09 x=0.00 L=101.83
IC_L_7: t= 168.90, L= 101.83, L_straight= 100.09, slack=  1.74, T_bat= 3.71, T_rov= 0.50, F_drag_cable=( 0.00,  6.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 169.00, L= 101.88, L_straight= 100.14, slack=  1.74, T_bat= 3.68, T_rov= 0.50, F_drag_cable=( 0.00,  6.58), Fy_cmd=-20.00, desired=  0.54, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 169.10, L= 101.94, L_straight= 100.19, slack=  1.75, T_bat= 3.16, T_rov= 0.50, F_drag_cable=( 0.00,  4.44), Fy_cmd=-20.00, desired=  0.48, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 169.20, L= 101.99, L_straight= 100.23, slack=  1.76, T_bat= 2.91, T_rov= 0.50, F_drag_cable=( 0.00,  3.43), Fy_cmd=-20.00, desired=  0.42, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 169.30, L= 102.05, L_straight= 100.27, slack=  1.78, T_bat= 2.72, T_rov= 0.50, F_drag_cable=( 0.00,  2.86), Fy_cmd=-20.00, desired=  0.36, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 169.40, L= 102.10, L_straight= 100.30, slack=  1.80, T_bat= 2.29, T_rov= 0.50, F_drag_cable=( 0.00,  2.51), Fy_cmd=-20.00, desired=  0.30, ret=  0.50, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 169.50, L= 102.15, L_straight= 100.33, slack=  1.81, T_bat= 1.98, T_rov= 0.50, F_drag_cable=( 0.00,  2.28), Fy_cmd=-20.00, desired=  0.24, ret=  0.47, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 169.60, L= 102.19, L_straight= 100.37, slack=  1.83, T_bat= 1.75, T_rov= 0.50, F_drag_cable=( 0.00,  2.13), Fy_cmd=-20.00, desired=  0.18, ret=  0.44, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 169.70, L= 102.24, L_straight= 100.40, slack=  1.84, T_bat= 1.60, T_rov= 0.50, F_drag_cable=( 0.00,  2.02), Fy_cmd=-20.00, desired=  0.12, ret=  0.41, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 169.80, L= 102.28, L_straight= 100.43, slack=  1.85, T_bat= 1.51, T_rov= 0.50, F_drag_cable=( 0.00,  1.95), Fy_cmd=-20.00, desired=  0.06, ret=  0.37, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 169.90, L= 102.32, L_straight= 100.46, slack=  1.86, T_bat= 1.45, T_rov= 0.50, F_drag_cable=( 0.00,  1.89), Fy_cmd=-20.00, desired= -0.00, ret=  0.34, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.00, L= 102.35, L_straight= 100.49, slack=  1.86, T_bat= 1.56, T_rov= 0.50, F_drag_cable=( 0.00,  1.85), Fy_cmd=-20.00, desired= -0.03, ret=  0.30, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.10, L= 102.38, L_straight= 100.52, slack=  1.86, T_bat= 1.46, T_rov= 0.50, F_drag_cable=( 0.00,  1.82), Fy_cmd=-20.00, desired= -0.03, ret=  0.27, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.20, L= 102.41, L_straight= 100.55, slack=  1.86, T_bat= 1.41, T_rov= 0.50, F_drag_cable=( 0.00,  1.80), Fy_cmd=-20.00, desired= -0.03, ret=  0.24, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.30, L= 102.43, L_straight= 100.57, slack=  1.86, T_bat= 1.51, T_rov= 0.50, F_drag_cable=( 0.00,  1.78), Fy_cmd=-20.00, desired= -0.02, ret=  0.21, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.40, L= 102.45, L_straight= 100.60, slack=  1.85, T_bat= 1.43, T_rov= 0.50, F_drag_cable=( 0.00,  1.77), Fy_cmd=-20.00, desired= -0.02, ret=  0.19, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.50, L= 102.47, L_straight= 100.63, slack=  1.84, T_bat= 1.38, T_rov= 0.50, F_drag_cable=( 0.00,  1.76), Fy_cmd=-20.00, desired= -0.01, ret=  0.17, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.60, L= 102.49, L_straight= 100.66, slack=  1.83, T_bat= 1.36, T_rov= 0.50, F_drag_cable=( 0.00,  1.76), Fy_cmd=-20.00, desired= -0.01, ret=  0.15, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.70, L= 102.50, L_straight= 100.69, slack=  1.81, T_bat= 1.35, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired= -0.00, ret=  0.14, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 170.80, L= 102.52, L_straight= 100.72, slack=  1.80, T_bat= 1.47, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired=  0.06, ret=  0.13, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 170.90, L= 102.53, L_straight= 100.75, slack=  1.78, T_bat= 1.44, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired=  0.12, ret=  0.13, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.00, L= 102.54, L_straight= 100.78, slack=  1.77, T_bat= 1.38, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.18, ret=  0.13, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.10, L= 102.55, L_straight= 100.80, slack=  1.75, T_bat= 1.36, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.24, ret=  0.14, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.20, L= 102.57, L_straight= 100.83, slack=  1.74, T_bat= 1.35, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.30, ret=  0.16, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.30, L= 102.58, L_straight= 100.86, slack=  1.72, T_bat= 1.34, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.33, ret=  0.18, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.40, L= 102.60, L_straight= 100.89, slack=  1.71, T_bat= 1.34, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.35, ret=  0.19, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.50, L= 102.62, L_straight= 100.92, slack=  1.70, T_bat= 1.34, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.36, ret=  0.21, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.60, L= 102.64, L_straight= 100.95, slack=  1.69, T_bat= 1.34, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.37, ret=  0.23, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.70, L= 102.67, L_straight= 100.98, slack=  1.69, T_bat= 1.47, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.38, ret=  0.24, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.80, L= 102.69, L_straight= 101.01, slack=  1.68, T_bat= 1.64, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.39, ret=  0.26, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 171.90, L= 102.71, L_straight= 101.03, slack=  1.68, T_bat= 1.49, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.39, ret=  0.27, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.00, L= 102.74, L_straight= 101.06, slack=  1.68, T_bat= 1.42, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.40, ret=  0.28, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.10, L= 102.77, L_straight= 101.09, slack=  1.68, T_bat= 1.38, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.40, ret=  0.29, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.20, L= 102.80, L_straight= 101.12, slack=  1.68, T_bat= 1.36, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.40, ret=  0.30, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.30, L= 102.83, L_straight= 101.15, slack=  1.68, T_bat= 1.35, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.40, ret=  0.31, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.40, L= 102.86, L_straight= 101.18, slack=  1.68, T_bat= 1.35, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.39, ret=  0.32, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.50, L= 102.89, L_straight= 101.21, slack=  1.69, T_bat= 1.34, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.39, ret=  0.33, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.60, L= 102.93, L_straight= 101.23, slack=  1.69, T_bat= 1.34, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.38, ret=  0.33, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.70, L= 102.96, L_straight= 101.26, slack=  1.70, T_bat= 1.34, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.38, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.80, L= 102.99, L_straight= 101.29, slack=  1.70, T_bat= 1.48, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.37, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 172.90, L= 103.03, L_straight= 101.32, slack=  1.71, T_bat= 1.41, T_rov= 0.50, F_drag_cable=( 0.00,  1.74), Fy_cmd=-20.00, desired=  0.36, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 173.00, L= 103.06, L_straight= 101.35, slack=  1.71, T_bat= 1.51, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired=  0.36, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 173.10, L= 103.10, L_straight= 101.38, slack=  1.72, T_bat= 1.43, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired=  0.35, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 173.20, L= 103.13, L_straight= 101.41, slack=  1.72, T_bat= 1.38, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired=  0.34, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 173.30, L= 103.17, L_straight= 101.44, slack=  1.73, T_bat= 1.50, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired=  0.33, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 173.40, L= 103.20, L_straight= 101.46, slack=  1.74, T_bat= 1.42, T_rov= 0.50, F_drag_cable=( 0.00,  1.75), Fy_cmd=-20.00, desired=  0.33, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
